timestamp,score,ganancia_estimada,porcentaje_bajistas,prediccion_futura,ema,rsi,momentum,spread,rf_spike,lstm_spike,visual_spike,ultima_direccion,accion,monto,multiplicador,exito,Q0,Q1,Q2,Q3,ema_diff
2025-06-10 22:56:00,0.91,61.25,90.0,0.8997,17987.19954104806,29.61917789873409,-0.9830000000001746,0.9819999999999708,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-11.750217801516555
2025-06-10 22:57:00,0.91,60.93,90.0,0.8993,17979.008370453656,29.91478590199364,-0.985000000000582,0.9700000000011642,0.0,0.0,0.0,0.0,1,2.0,200,0,0.0,0.0,0.0,0.0,-8.191170594403957
2025-06-10 22:58:00,0.91,60.75,90.0,0.8997,17973.17376865079,25.03046828200165,-1.1260000000002035,1.1059999999997672,0.0,0.0,0.0,0.0,2,3.0,300,0,0.0,0.0,0.0,0.0,-5.834601802864199
2025-06-10 22:59:00,0.93,58.89,93.33,0.8996,17968.890456700115,25.31334865260098,-1.1549999999988358,1.129000000000815,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-4.283311950675852
2025-06-10 23:00:00,0.93,59.66,93.33,0.9045,17965.680752005857,0.0,-0.9380000000019209,0.9220000000022992,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-3.209704694258108
2025-06-10 23:01:00,0.93,59.56,93.33,0.9044,17963.201296797306,0.0,-1.05199999999968,1.0410000000010768,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-2.4794552085513715
2025-06-10 23:02:00,0.93,59.62,93.33,0.9043,17961.168273062656,0.0,-1.1919999999990978,1.173999999999069,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-2.03302373464976
2025-06-10 23:03:00,0.93,59.55,93.33,0.9046,17959.448546430373,0.0,-0.9979999999995924,0.9819999999999708,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.7197266322837097
2025-06-10 23:04:00,0.93,59.43,93.33,0.9045,17957.964316205453,0.0,-1.014999999999418,1.014999999999418,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.4842302249198838
2025-06-10 23:05:00,0.93,59.54,93.33,0.9045,17956.621930682984,0.0,-1.087999999999738,1.0779999999977008,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.3423855224682484
2025-06-10 23:06:00,0.96,52.89,96.67,0.9045,17955.360912275384,0.0,-1.102999999999156,1.070999999999913,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.2610184076002042
2025-06-10 23:07:00,0.96,52.99,96.67,0.9043,17954.12522226699,0.0,-1.2510000000002035,1.2469999999993888,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.2356900083941582
